title,publisher,YEAR,author keywords,scopusDistributionDate;;;;;;;;;;;;;;;;;;
    COVID-19 Deep Learning Prediction Model Using Publicly Available Radiologist-Adjudicated Chest X-Ray Images as Training Data: Preliminary Findings   ,Hindawi Limited,2020,,2020-12-13;;;;;;;;;;;;;;;;;;
A novel COVID-19 data set and an effective deep learning approach for the de-identification of Italian medical records,Institute of Electrical and Electronics Engineers Inc.,2021,Bit error rate; clinical de-identification; contextualized embedding; COVID-19; Deep learning; deep learning; Italian language; Labeling; named entity recognition; Natural language processing; Task analysis; Training,;;;;;;;
Rumor Identification in Major Sudden Epidemic Situation [é‡å¤§çªå‘ç–«æƒ…äº‹ä»¶ä¸­çš„è°£è¨€è¯†åˆ«],South China University of Technology,2021,Covid-19 epidemic; Generation model; Rumor identification; Text enhancement,;;;;;;;;;;;;;;;
An accuracy vs. Complexity comparison of deep learning architectures for the detection of covid-19 disease,MDPI AG,2021,Chest X-ray; Classification; Convolutional neural network; COVID-19; Deep learning,;;;;;;;;;;;;;;
Predicting the COVID-19 infection with fourteen clinical features using machine learning classification algorithms,Springer,2021,Classification algorithms; COVID-19; Diagnosis; Machine learning; Novel coronavirus; Prediction,;;;;;;;;;;;;;
A machine learning-based framework for diagnosis of COVID-19 from chest X-ray images,Springer Science and Business Media Deutschland GmbH,2021,Artificial neural network; Computer-aided diagnosis; COVID-19; Image classification; Principal component analysis,;;;;;;;;;;;;;;
Forecasting of medical equipment demand and outbreak spreading based on deep long short-term memory network: the COVID-19 pandemic in Turkey,Springer Science and Business Media Deutschland GmbH,2021,COVID-19; Deep LSTM network; Demand forecasting; Pandemic plan; Supply chain,;;;;;;;;;;;;;;
An efficient face mask detector with pytorch and deep learning,European Alliance for Innovation,2021,COVID-19; Face mask; Pytorch; Resnet; RMFRD,;;;;;;;;;;;;;;
Deep-LSTM ensemble framework to forecast Covid-19: an insight to the global pandemic,Springer Science and Business Media B.V.,2021,Artificial intelligence; Covid-19; Deep learning; LSTM; Nested ensemble,;;;;;;;;;;;;;;
CNN-based transfer learningâ€“BiLSTM network: A novel approach for COVID-19 infection detection,Elsevier Ltd,2021,AlexNet; BiLSTM; COVID-19; Hybrid architecture; Transfer learning,;;;;;;;;;;;;;;
Computational Intelligence in Drug Repurposing for COVID-19,Springer Science and Business Media Deutschland GmbH,2021,Computational intelligence; COVID-19; Drug designing; Drug repurposing; Molecular modelling,;;;;;;;;;;;;;;
Deep Ensemble Model for Classification of Novel Coronavirus in Chest X-Ray Images,Hindawi Limited,2021,,;;;;;;;;;;;;;;;;;;
Implementing a real-time, AI-based, people detection and social distancing measuring system for Covid-19,Springer Science and Business Media Deutschland GmbH,2021,COVID-19; Distributed surveillance system; Jetson nano; Neural network; Social distancing; Temperature analysis,;;;;;;;;;;;;;
COVIDScreen: explainable deep learning framework for differential diagnosis of COVID-19 using chest X-rays,Springer Science and Business Media Deutschland GmbH,2021,Chest X-rays; COVID-19; Deep learning; Ensemble learning; ExplainableAI; GANs,;;;;;;;;;;;;;
COV19-CNNet and COV19-ResNet: Diagnostic Inference Engines for Early Detection of COVID-19,Springer,2021,Convolutional neural network; CXR radiographs; Novel coronavirus; Pneumonia; Residual network; SARS-CoV-2,;;;;;;;;;;;;;
Classification of positive COVID-19 CT scans using deep learning,Tech Science Press,2021,Classification; Contrast enhancement; Coronavirus; Deep learning; Features optimization; Fusion,;;;;;;;;;;;;;
Integrative analysis for COVID-19 patient outcome prediction,Elsevier B.V.,2021,Artificial intelligence; Chest CT; COVID-19; Outcome prediction,;;;;;;;;;;;;;;;
Six artificial intelligence paradigms for tissue characterisation and classification of non-COVID-19 pneumonia against COVID-19 pneumonia in computed tomography lungs,Springer Science and Business Media Deutschland GmbH,2021,Accuracy; Bispectrum; Computer tomography; COVID-19; Deep learning; Ground-glass opacities; Lung; Machine learning; Pandemic; Performance; Transfer learning; Validation,;;;;;;;
A National US Survey of Pediatric Emergency Department Coronavirus Pandemic Preparedness,NLM (Medline),2021,,;;;;;;;;;;;;;;;;;;
An aberration detection-based approach for sentinel syndromic surveillance of COVID-19 and other novel influenza-like illnesses,Academic Press Inc.,2021,COVID-19; Deep learning; Syndromic surveillance,;;;;;;;;;;;;;;;;
CGNet: A graph-knowledge embedded convolutional neural network for detection of pneumonia,Elsevier Ltd,2021,Chest X-ray images; COVID-19; Feature reconstruction; Graph; Transfer learning,;;;;;;;;;;;;;;
Detection of COVID-19 cases through X-ray images using hybrid deep neural network,Emerald Group Holdings Ltd.,2021,Convolution layer; Coronavirus (COVID-19); DarkNet; Maxpool; ResNet; Sensitivity,;;;;;;;;;;;;;
Comparing a deep learning model's diagnostic performance to that of radiologists to detect Covid -19 features on chest radiographs,Wolters Kluwer Medknow Publications,2021,Artificial intelligence; COVID 19; CXR; deep learning,;;;;;;;;;;;;;;;
The value of AI based CT severity scoring system in triage of patients with Covid-19 pneumonia as regards oxygen requirement and place of admission,Wolters Kluwer Medknow Publications,2021,Covid-19; HRCT chest; oxygen requirement,;;;;;;;;;;;;;;;;
Intelligent system for COVID-19 prognosis: a state-of-the-art survey,Springer,2021,COVID-19; Deep learning; Intelligent system; Machine learning; Mathematical model,;;;;;;;;;;;;;;
Automated assessment of COVID-19 reporting and data system and chest CT severity scores in patients suspected of having COVID-19 using artificial intelligence,Radiological Society of North America Inc.,2021,,;;;;;;;;;;;;;;;;;;
Pneumonia Classification Using Deep Learning from Chest X-ray Images During COVID-19,Springer,2021,AlexNet; Bacterial pneumonia; Chest X-rays images (CXR); COVID-19; Non-COVID-19 viral pneumonia,;;;;;;;;;;;;;;
Explainable COVID-19 detection using chest CT scans and deep learning,MDPI AG,2021,Coronavirus; COVID-19 detection; Explainable deep learning; Feature visualization; SARS-CoV-2,;;;;;;;;;;;;;;
Accelerating detection of lung pathologies with explainable ultrasound image analysis,MDPI AG,2021,Computer vision; Convolutional neural network; COVID-19; Deep learning; Interpretability; Lung imaging; Machine learning; Medical imaging; Pneumonia; Supervised learning; Ultrasound,;;;;;;;;
FSS-2019-nCov: A deep learning architecture for semi-supervised few-shot segmentation of COVID-19 infection,Elsevier B.V.,2021,Context fusion; COVID-19; CT images; Deep learning; Few-shot segmentation,;;;;;;;;;;;;;;
LitCovid: An open database of COVID-19 literature,Oxford University Press,2021,,;;;;;;;;;;;;;;;;;;
Three-Dimensional Analysis of Particle Distribution on Filter Layers inside N95 Respirators by Deep Learning,American Chemical Society,2021,COVID-19; deep learning; face mask; N95 respirator; particle distribution; X-ray tomography,;;;;;;;;;;;;;
Deep learning and medical image processing for coronavirus (COVID-19) pandemic: A survey,Elsevier Ltd,2021,Artificial intelligence (AI); Big data; Coronavirus pandemic; COVID-19; Deep learning; Epidemic outbreak; Medical image processing,;;;;;;;;;;;;
A deep learning framework to detect Covid-19 disease via chest X-ray and CT scan images,Institute of Advanced Engineering and Science,2021,Artificial intelligence; Chest X-ray; Covid-19; CT scan; Deep learning,;;;;;;;;;;;;;;
Low cost Covid-19 preliminary diagnosis utilizing cough samples and keenly intellective deep learning approaches,Elsevier B.V.,2021,Cough samples; Covid 19; Deep learning; Feature extraction; Health care; Prescreening; SVM,;;;;;;;;;;;;
MH-COVIDNet: Diagnosis of COVID-19 using deep neural networks and meta-heuristic-based feature selection on X-ray images,Elsevier Ltd.,2021,BGWO; BPSO; COVID-19; Deep learning models; Pneumonia,;;;;;;;;;;;;;;
Recognition of Corona virus disease (COVID-19) using deep learning network,Institute of Advanced Engineering and Science,2021,Classification; Corona virus disease; COVID-19; Deep learning; X-ray lung images,;;;;;;;;;;;;;;
Automatically discriminating and localizing COVID-19 from community-acquired pneumonia on chest X-rays,Elsevier Ltd.,2021,Chest X-ray (CXR); Community-acquired pneumonia (CAP); Computer-aided detection (CAD); COVID-19; Deep learning (DL),;;;;;;;;;;;;;;
Artificial Intelligenceâ€“Enabled POCUS in the COVID-19 ICU: A New Spin on Cardiac Ultrasound,Elsevier Inc.,2021,artificial intelligence; cardiac ultrasound; COVID-19; deep learning; point of care ultrasound,;;;;;;;;;;;;;;
COVID-AL: The diagnosis of COVID-19 with deep active learning,Elsevier B.V.,2021,Computer-aided diagnosis; COVID-19; Deep active learning; Predicted loss; Sample diversity,;;;;;;;;;;;;;;
Fighting against COVID-19: A novel deep learning model based on YOLO-v2 with ResNet-50 for medical face mask detection,Elsevier Ltd,2021,COVID-19; Deep learning; Medical masked face; ResNet; YOLO,;;;;;;;;;;;;;;
A novel comparative study for detection of Covid-19 on CT lung images using texture analysis, machine learning, and deep learning methods,Springer,2021,Convolutional neural networks (CNN); Covid-19; Deep learning; Lung CT classification; Machine learning; Texture analysis methods,;;;;;;;;;;;;;
A deep learning algorithm for modeling and forecasting of COVID-19 in five worst affected states of India,Elsevier B.V.,2021,ANN; Covid-19; Forecasting; Incremental learning,;;;;;;;;;;;;;;;
Deep learning approaches for COVID-19 detection based on chest X-ray images,Elsevier Ltd,2021,Chest X-ray images; Convolutional neural networks; COVID-19; Deep learning; Local texture descriptors,;;;;;;;;;;;;;;
ECG Images dataset of Cardiac and COVID-19 Patients,Elsevier Inc.,2021,Cardiac care; COVID-19; Deep learning; ECG dataset; Health care institutes,;;;;;;;;;;;;;;
Machine and deep learning towards covid-19 diagnosis and treatment: Survey, challenges, and future directions,MDPI AG,2021,Artificial intelligence; COVID-19; Deep learning; Diagnosis; Machine learning; Treatment,;;;;;;;;;;;;;
A five-layer deep convolutional neural network with stochastic pooling for chest CT-based COVID-19 diagnosis,Springer Science and Business Media Deutschland GmbH,2021,Batch normalization; Convolution block; COVID-19; Deep convolutional neural network; Dropout; Fully connected block; Stochastic pooling,;;;;;;;;;;;;
Learning distinctive filters for COVID-19 detection from chest X-ray using shuffled residual CNN,Elsevier Ltd,2021,Chest X-ray; CNN; COVID-19; Deep learning; Pneumonia,;;;;;;;;;;;;;;
Application of deep learning techniques for detection of COVID-19 cases using chest X-ray images: A comprehensive study,Elsevier Ltd,2021,Chest X-ray; Convolutional Neural Networks; COVID-19; Optimization algorithms; SARS-CoV-2,;;;;;;;;;;;;;;
Epicardial adipose tissue is associated with extent of pneumonia and adverse outcomes in patients with COVID-19,W.B. Saunders,2021,Computed tomography; COVID-19; Epicardial adipose tissue; SARS-CoV-2,;;;;;;;;;;;;;;;
Forecasting of COVID-19 cases using deep learning models: Is it reliable and practically significant?,Elsevier B.V.,2021,ARIMA; Artificial Intelligence (AI); COVID-19 pandemic; Deep learning; Long short-term memory; Prophet; Stacked LSTM; Sustainable Development Goals (SDGs),;;;;;;;;;;;
A deep learning-based social distance monitoring framework for COVID-19,Elsevier Ltd,2021,COVID-19; Deep learning; Overhead view; Person detection; Social distancing; Transfer learning; YOLOv3,;;;;;;;;;;;;
Deep learning algorithm trained with covid-19 pneumonia also identifies immune checkpoint inhibitor therapyrelated pneumonitis,MDPI AG,2021,Artificial intelligence; Chest CT; COVID-19; Deep learning; Drug-induced pneumonitis; Immune checkpoint inhibitors therapy,;;;;;;;;;;;;;
Lightweight deep learning models for detecting COVID-19 from chest X-ray images,Elsevier Ltd,2021,Bacterial pneumonia; Chest x-rays; COVID-19; Deep neural networks; Generative adversarial networks; Medical informatics,;;;;;;;;;;;;;
A Novel Block Imaging Technique Using Nine Artificial Intelligence Models for COVID-19 Disease Classification, Characterization and Severity Measurement in Lung Computed Tomography Scans on an Italian Cohort,Springer,2021,Accuracy; Bispectrum; Block imaging; Computer tomography; COVID severity index; COVID-19; Entropy; Lung; Machine learning; Pandemic; Tissue characterization,;;;;;;;;
Real-time measurement of the uncertain epidemiological appearances of COVID-19 infections,Elsevier Ltd,2021,COVID-19; Deep learning; Epidemiology; LSTM; Outbreak,;;;;;;;;;;;;;;
Prediction of COVID-19 - Pneumonia based on Selected Deep Features and One Class Kernel Extreme Learning Machine,Elsevier Ltd,2021,COVID19; Data Collection; Deep Learning; ELM Classifier; Features Fusion; Features Selection,;;;;;;;;;;;;;
SSDMNV2: A real time DNN-based face mask detection system using single shot multibox detector and MobileNetV2,Elsevier Ltd,2021,Bottleneck; Convolutional Neural Network; Data augmentation; Fine tuning; MobileNetV2,;;;;;;;;;;;;;;
WBC-Net: A white blood cell segmentation network based on UNet++ and ResNet,Elsevier Ltd,2021,Convolutional neural network; Image segmentation; White blood cell,;;;;;;;;;;;;;;;;
TLCoV- An automated Covid-19 screening model using Transfer Learning from chest X-ray images,Elsevier Ltd,2021,CNN; Covid-19; Pneumonia; ResNet-50; Transfer learning; VGG-16,;;;;;;;;;;;;;
"MaskedFace-Net â€“ A dataset of correctly/incorrectly masked face images in the context of COVID-19,Elsevier BV,2021,""COVID-19"; Feature matching; Health education; Image editing; Masked face dataset, Smart health; Public health; Realistic image synthesis;" Virus protection"",";;;;;;;;;;;
Comparative study of deep learning models for analyzing online restaurant reviews in the era of the COVID-19 pandemic,Elsevier Ltd,2021,COVID-19; Deep learning; Online reviews; Restaurants; Sentiment analysis,;;;;;;;;;;;;;;
Prediction of death status on the course of treatment in SARS-COV-2 patients with deep learning and machine learning methods,Elsevier Ireland Ltd,2021,Data Mining; Deep Learning; Extreme Gradient Boosting; Machine Learning; SARS-COV-2,;;;;;;;;;;;;;;
